#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	KEGG/ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline
15419024	407454	407454	407454		PTHR22835		2.3.1.98			AT5G45910.1		GDSL-like Lipase/Acylhydrolase superfamily protein
15419026	407455	407455	407455	PF00400	PTHR19857	KOG0296			GO:0005515	AT1G71840.1		transducin family protein / WD-40 repeat family protein
15419030	407459	407459	407459	PF14389,PF04784	PTHR23054					AT5G47380.1		Protein of unknown function, DUF547
15419047	407461	407461	407461									
15419048	407462	407462	407462									
15419049	407463	407463	407463									
15419052	407464	407464	407464									
15419055	407465	407465	407465									
15419056	407466	407466	407466									
15419057	407467	407467	407467				3.4.21.72					
15419059	407468	407468	407468									
15419060	407469	407469	407469									
15419077	407470	407470	407470									
15419079	407471	407471	407471				3.4.21.72					
15419081	407472	407472	407472									
15419083	407473	407473	407473	PF00732	PTHR11552,PTHR11552:SF135				GO:0055114,GO:0050660,GO:0016614	AT5G51950.2		Glucose-methanol-choline (GMC) oxidoreductase family protein
15419086	407478	407478	407478	PF11798,PF00533,PF11799,PF00817	PTHR11076,PTHR11076:SF12		2.7.7.7	K03515	GO:0006281,GO:0003684	AT5G44750.1	ATREV1,REV1	DNA-directed DNA polymerases
15419103	407481	407481	407481									
15419104	407482	407482	407482									
15419106	407485	407485	407485									
15419107	407486	407486	407486									
15419108	407487	407487	407487		PTHR22835		3.1.1.3			AT1G71691.2		GDSL-like Lipase/Acylhydrolase superfamily protein
15419124	407495	407495	407495	PF00544	PTHR31683		4.2.2.2	K01728		AT4G13710.1		Pectin lyase-like superfamily protein
15419125	407497	407497	407497									
15419126	407498	407498	407498				4.2.99.18			AT2G31450.1	ATNTH1	DNA glycosylase superfamily protein
15419127	407499	407499	407499									
15419625	407501	407501	407501	PF00646					GO:0005515			
15419626	407502	407502	407502									
15419629	407504	407504	407504	PF03031	PTHR12210					AT5G11860.3	SSP5	SCP1-like small phosphatase 5
15419633	407507	407507	407507									
15419654	407511	407511	407511	PF01758	PTHR18640,PTHR18640:SF9	KOG4821		K14347	GO:0016020	AT3G56160.1		Sodium Bile acid symporter family
15419656	407512	407512	407512									
15419657	407513	407513	407513									
15419665	407519	407519	407519		PTHR36785,PTHR36785:SF1					AT4G27390.1		
15419689	407523	407523	407523									
15419691	407524	407524	407524									
15419692	407526	407526	407526									
15419695	407529	407529	407529									
15419709	407530	407530	407530	PF00271,PF00176	PTHR10799,PTHR10799:SF573	KOG1001	3.6.4.12	K10877	GO:0005524	AT3G19210.1	ATRAD54,CHR25,RAD54	homolog of RAD54
15419712	407534	407534	407534							AT5G28960.1		
15419717	407539	407539	407539		PTHR13132,PTHR13132:SF29					AT5G28910.2		
15419737	407540	407540	407540									
15419738	407541	407541	407541	PF13245,PF13087	PTHR10887,PTHR10887:SF140	KOG1803	3.6.4.13,3.6.4.12	K10706		AT1G16800.1		P-loop containing nucleoside triphosphate hydrolases superfamily protein
15419739	407542	407542	407542	PF00646	PTHR32133				GO:0005515	AT1G27340.1		Galactose oxidase/kelch repeat superfamily protein
15419740	407543	407543	407543	PF01535,PF13041	PTHR24015					AT4G39620.1	ATPPR5,EMB2453	Tetratricopeptide repeat (TPR)-like superfamily protein
15419742	407548	407548	407548									
15419756	407558	407558	407558	PF03000	PTHR32370					AT2G14820.1	NPY2	Phototropic-responsive NPH3 family protein
15419788	407570	407570	407570	PF00488	PTHR11361,PTHR11361:SF35			K08735	GO:0030983,GO:0006298,GO:0005524	AT3G18524.1	ATMSH2,MSH2	MUTS homolog 2
15419789	407571	407571	407571									
15419793	407578	407578	407578	PF08263,PF00069,PF13855	PTHR27000,PTHR27000:SF41	KOG1187	2.7.11.1		GO:0006468,GO:0005524,GO:0004672,GO:0005515	AT4G36180.1		Leucine-rich receptor-like protein kinase family protein
15419818	407584	407584	407584		PTHR12701,PTHR12701:SF12				GO:0016021,GO:0006886,GO:0005783	AT3G03160.1		
15419819	407586	407586	407586									
15419821	407588	407588	407588	PF02458	PTHR31642		2.3.1.140		GO:0016747	AT5G23940.1	DCR,EMB3009,PEL3	HXXXD-type acyl-transferase family protein
15419822	407589	407589	407589		PTHR35998,PTHR35998:SF1					AT1G32260.1		
15419831	407590	407590	407590		PTHR12626,PTHR12626:SF7					AT3G10020.1		
15419833	407592	407592	407592	PF07160	PTHR28573,PTHR28573:SF1	KOG4832				AT3G60660.1		
15419834	407593	407593	407593	PF00514	PTHR23315,PTHR23315:SF86				GO:0005515	AT2G45720.2		ARM repeat superfamily protein
15419835	407594	407594	407594							AT5G10800.1		RNA recognition motif (RRM)-containing protein
15419837	407595	407595	407595									
15419839	407599	407599	407599									
15420392	407603	407603	407603		PTHR12311			K14785		AT3G56510.1		RNA-binding (RRM/RBD/RNP motifs) family protein
15420394	407604	407604	407604		PTHR33621,PTHR33621:SF2					AT3G03130.1		
15420402	407608	407608	407608									
15420404	407609	407609	407609	PF05190,PF05188,PF00488,PF05192	PTHR11361,PTHR11361:SF35	KOG0219		K08735	GO:0030983,GO:0006298,GO:0005524	AT3G18524.1	ATMSH2,MSH2	MUTS homolog 2
15420424	407611	407611	407611									
15420428	407613	407613	407613	PF04844	PTHR33057					AT5G19650.1	ATOFP8,OFP8	ovate family protein 8
15420432	407617	407617	407617		PTHR14593	KOG1912				AT3G33530.1		Transducin family protein / WD-40 repeat family protein
15420457	407623	407623	407623	PF00462,PF00407	PTHR31213,PTHR31213:SF24	KOG1752	1.8.1.9		GO:0045454,GO:0015035,GO:0009055,GO:0009607,GO:0006952	AT5G20500.1		Glutaredoxin family protein
15420462	407627	407627	407627	PF10294	PTHR23108,PTHR23108:SF0					AT1G79915.1		Putative methyltransferase family protein
15420481	407630	407630	407630		PTHR14791					AT2G33510.1		
15420484	407634	407634	407634									
15420485	407635	407635	407635									
15420487	407636	407636	407636									
15420490	407639	407639	407639									
15420510	407641	407641	407641	PF00097,PF00628					GO:0046872,GO:0005515	AT3G05670.1		RING/U-box protein
15420511	407642	407642	407642					K16489				
15420513	407643	407643	407643					K10352				
15420514	407644	407644	407644									
15420516	407645	407645	407645	PF13193	PTHR24095,PTHR24095:SF169		6.2.1.1,6.2.1.2			AT1G20560.1	AAE1	acyl activating enzyme 1
15420517	407646	407646	407646	PF00171	PTHR11699,PTHR11699:SF108		1.2.1.73		GO:0055114,GO:0016491,GO:0008152	AT2G24270.4	ALDH11A3	aldehyde dehydrogenase 11A3
15420519	407647	407647	407647		PTHR10099,PTHR10099:SF1		6.3.5.3			AT1G74260.1	PUR4	purine biosynthesis 4
15420520	407648	407648	407648		PTHR12181,PTHR12181:SF29			K19025		AT3G15160.1		
15420521	407649	407649	407649									
15420533	407650	407650	407650	PF13415	PTHR23244					AT1G18610.1		Galactose oxidase/kelch repeat superfamily protein
15420534	407651	407651	407651							AT4G34830.1	MRL1	Pentatricopeptide repeat (PPR) superfamily protein
15420535	407652	407652	407652	PF03168	PTHR31852					AT4G26490.1		Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
15420536	407653	407653	407653	PF03168								
15420537	407654	407654	407654	PF13812,PF01535,PF13041	PTHR24015					AT4G02750.1		Tetratricopeptide repeat (TPR)-like superfamily protein
15420538	407655	407655	407655									
15420562	407673	407673	407673	PF13418,PF01344	PTHR23244,PTHR23244:SF321				GO:0005515	AT3G05420.2	ACBP4	acyl-CoA binding protein 4
15420563	407674	407674	407674	PF02298	PTHR34052,PTHR34052:SF1				GO:0009055	AT2G15780.1		Cupredoxin superfamily protein
15420566	407679	407679	407679	PF13041,PF13812	PTHR24015					AT5G56310.1		Pentatricopeptide repeat (PPR) superfamily protein
15420580	407681	407681	407681	PF14009						AT1G29195.1		
15420582	407685	407685	407685	PF06886	PTHR31358					AT2G35880.1		TPX2 (targeting protein for Xklp2) protein family
15420583	407686	407686	407686									
15420600	407690	407690	407690	PF01566	PTHR11706,PTHR11706:SF38	KOG1291			GO:0016020,GO:0006810,GO:0005215	AT1G15960.1	ATNRAMP6,NRAMP6	NRAMP metal ion transporter 6
15420601	407694	407694	407694							AT1G72310.1	ATL3	RING/U-box superfamily protein
15421077	407700	407700	407700									
15421078	407701	407701	407701									
15421080	407703	407703	407703					K15025		AT2G40780.1		Nucleic acid-binding, OB-fold-like protein
15421082	407706	407706	407706	PF13740,PF00010	PTHR11514				GO:0046983	AT3G24140.1	FMA	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
15421083	407707	407707	407707	PF11250						AT1G22110.1		structural constituent of ribosome
15421101	407718	407718	407718	PF00076	PTHR13952,PTHR13952:SF6			K13155	GO:0003676	AT2G43370.1		RNA-binding (RRM/RBD/RNP motifs) family protein
15421102	407719	407719	407719				4.2.3.126,4.2.3.23,4.2.3.125					
15421124	407721	407721	407721	PF03144,PF00679,PF06421,PF00009	PTHR23115,PTHR23115:SF189		3.6.5.3	K03596	GO:0005525	AT5G08650.1		Small GTP-binding protein
15421125	407722	407722	407722		PTHR15614,PTHR15614:SF2				GO:0042384,GO:0042073,GO:0030992,GO:0015631			
15421140	407730	407730	407730		PTHR22835		3.1.1.49			AT1G28650.1		GDSL-like Lipase/Acylhydrolase superfamily protein
15421143	407736	407736	407736	PF02845	PTHR21494,PTHR21494:SF0	KOG4501		K18667	GO:0005515	AT1G27752.1		Ubiquitin system component Cue protein
15421144	407737	407737	407737	PF00069			2.7.12.2		GO:0006468,GO:0005524,GO:0004672	AT5G67380.2	ATCKA1,CKA1	casein kinase alpha 1
15421161	407745	407745	407745	PF00067	PTHR24298	KOG0156	1.14.13.88		GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT5G07990.1	CYP75B1,D501,TT7	Cytochrome P450 superfamily protein
15421162	407747	407747	407747									
15421180	407752	407752	407752	PF09807	PTHR16184	KOG4723			GO:0033588	AT4G10090.1	ELP6	elongator protein 6
15421183	407756	407756	407756	PF00226	PTHR24078,PTHR24078:SF193					AT4G19570.1		Chaperone DnaJ-domain superfamily protein
15421202	407760	407760	407760	PF13450,PF05199	PTHR11552,PTHR11552:SF69	KOG1238	4.1.2.10		GO:0055114,GO:0016614,GO:0010430	AT1G12570.1		Glucose-methanol-choline (GMC) oxidoreductase family protein
15421203	407762	407762	407762									
15421204	407767	407767	407767				3.6.5.5					
15421206	407769	407769	407769									
15421223	407772	407772	407772									
15421224	407773	407773	407773									
15421225	407774	407774	407774				3.6.5.5					
15421226	407775	407775	407775									
15421227	407776	407776	407776									
15421229	407777	407777	407777									
15421230	407778	407778	407778									
15421231	407779	407779	407779									
15421247	407780	407780	407780									
15421248	407781	407781	407781									
15421249	407782	407782	407782									
15421252	407789	407789	407789	PF01150	PTHR11782,PTHR11782:SF3	KOG1386	3.6.1.5	K01510	GO:0016787	AT4G19180.1		GDA1/CD39 nucleoside phosphatase family protein
15421268	407792	407792	407792	PF03813	PTHR17972	KOG2054		K14544		AT1G63810.1		
15421821	407803	407803	407803	PF00069			2.7.12.2		GO:0006468,GO:0005524,GO:0004672			
15421822	407804	407804	407804	PF00069			2.7.12.2		GO:0006468,GO:0005524,GO:0004672			
15421823	407805	407805	407805									
15421824	407806	407806	407806									
15421826	407808	407808	407808	PF12576	PTHR33645					AT3G19340.1		Protein of unknown function (DUF3754)
15421845	407813	407813	407813	PF00226	PTHR24078,PTHR24078:SF229					AT3G08970.1	ATERDJ3A,TMS1	DNAJ heat shock N-terminal domain-containing protein
15421848	407816	407816	407816	PF01554	PTHR11206,PTHR11206:SF101	KOG1347			GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855	AT2G38330.1		MATE efflux family protein
15421881	407821	407821	407821									
15421882	407822	407822	407822		PTHR13693,PTHR13693:SF3		2.3.1.50			AT3G48780.1	ATSPT1,SPT1	serine palmitoyltransferase 1
15421886	407825	407825	407825									
15421887	407827	407827	407827	PF01277	PTHR33203				GO:0016021,GO:0012511	AT2G25890.1		Oleosin family protein
15421903	407837	407837	407837	PF01453								
15421905	407838	407838	407838	PF00406	PTHR23359,PTHR23359:SF94	KOG3078	2.7.4.3	K00939	GO:0019205,GO:0006139,GO:0005524	AT2G37250.1	ADK,ATPADK1	adenosine kinase
15421906	407839	407839	407839							AT2G33510.1		
15421926	407841	407841	407841	PF00856,PF00687	PTHR23105,PTHR23105:SF51	KOG1570			GO:0005515	AT2G42710.1		Ribosomal protein L1p/L10e family
15421928	407843	407843	407843	PF01327	PTHR10458,PTHR10458:SF2		3.5.1.88	K01462	GO:0042586,GO:0005506	AT5G14660.2	ATDEF2,DEF2,PDF1B	peptide deformylase 1B
15421929	407844	407844	407844									
15421930	407845	407845	407845	PF01327	PTHR10458,PTHR10458:SF2		3.5.1.88		GO:0042586,GO:0005506	AT5G14660.1	ATDEF2,DEF2,PDF1B	peptide deformylase 1B
15421931	407847	407847	407847									
15421932	407848	407848	407848									
15421946	407850	407850	407850									
15421948	407852	407852	407852									
15421949	407853	407853	407853									
15421950	407854	407854	407854				3.5.1.88			AT5G14660.2	ATDEF2,DEF2,PDF1B	peptide deformylase 1B
15421952	407856	407856	407856	PF01764	PTHR21493,PTHR21493:SF131		3.1.1.3		GO:0006629	AT3G14360.1		alpha/beta-Hydrolases superfamily protein
15421953	407858	407858	407858		PTHR37197					AT1G62250.1		
15421962	407860	407860	407860		PTHR35696,PTHR35696:SF1					AT1G32730.1		
15421965	407867	407867	407867	PF01764	PTHR21493,PTHR21493:SF131		3.1.1.3		GO:0006629	AT3G14360.1		alpha/beta-Hydrolases superfamily protein
15421980	407878	407878	407878									
15421981	407879	407879	407879	PF00646	PTHR32133				GO:0005515			
15421994	407881	407881	407881		PTHR23155					AT4G27220.1		NB-ARC domain-containing disease resistance protein
15421996	407883	407883	407883							AT3G52230.1		
15421997	407889	407889	407889									
15422007	407891	407891	407891	PF05920	PTHR11850				GO:0006355,GO:0003677	AT2G23760.3	BLH4,SAW2	BEL1-like homeodomain 4
15422008	407899	407899	407899		PTHR16216							
15422643	407900	407900	407900									
15422645	407903	407903	407903									
15422647	407905	407905	407905							AT2G33570.1		Domain of unknown function (DUF23)
15422649	407906	407906	407906							AT2G33570.1		Domain of unknown function (DUF23)
15422650	407908	407908	407908	PF02466	PTHR14110,PTHR14110:SF5					AT3G62880.1	ATOEP16-4	Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein
15422669	407910	407910	407910									
15422671	407912	407912	407912	PF06276,PF04183	PTHR34384				GO:0019290,GO:0015343			
15422672	407913	407913	407913									
15422673	407914	407914	407914									
15422674	407915	407915	407915	PF10225	PTHR31587					AT3G49840.1		Uncharacterized conserved protein (DUF2215)
15422685	407920	407920	407920	PF12937					GO:0005515			
15422687	407922	407922	407922	PF00612					GO:0005515	AT4G21820.1		binding;calmodulin binding
15422688	407923	407923	407923									
15422691	407927	407927	407927									
15422692	407928	407928	407928									
15422704	407932	407932	407932									
15422705	407933	407933	407933	PF05141	PTHR37285,PTHR37285:SF1							
15422706	407934	407934	407934									
15422707	407935	407935	407935	PF00448	PTHR11564,PTHR11564:SF5		3.6.5.4	K03106	GO:0006614,GO:0005525	AT1G48900.1		Signal recognition particle, SRP54 subunit protein
15422709	407937	407937	407937							AT3G46870.1		Pentatricopeptide repeat (PPR) superfamily protein
15422710	407938	407938	407938	PF05141	PTHR37285,PTHR37285:SF1							
15422711	407939	407939	407939		PTHR24015					AT1G62350.1		Pentatricopeptide repeat (PPR) superfamily protein
15422721	407940	407940	407940	PF13812	PTHR24015					AT5G48730.1		Pentatricopeptide repeat (PPR) superfamily protein
15422724	407942	407942	407942	PF05678	PTHR33179,PTHR33179:SF4					AT5G65170.1		VQ motif-containing protein
15422725	407946	407946	407946									
15422726	407947	407947	407947									
15422754	407963	407963	407963									
15422762	407975	407975	407975									
15422764	407976	407976	407976	PF01554	PTHR11206,PTHR11206:SF87	KOG1347		K03327	GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855	AT1G15150.1		MATE efflux family protein
15422766	407977	407977	407977									
15422786	407989	407989	407989									
15422799	407992	407992	407992									
15419943	408	408	408	PF13920,PF08797,PF00271,PF00176	PTHR10799	KOG1001	3.6.4.12	K15711	GO:0016818,GO:0008270,GO:0003676,GO:0005524	AT5G05130.1		DNA/RNA helicase protein
15418739	408000	408000	408000									
15418763	408011	408011	408011	PF02225,PF01985	PTHR10404		3.4.17.21	K01301	GO:0003723	AT5G19740.1		Peptidase M28 family protein
15418768	408016	408016	408016									
15418830	408045	408045	408045									
15418835	408047	408047	408047							AT5G52100.1	crr1	Dihydrodipicolinate reductase, bacterial/plant
15418859	408050	408050	408050	PF00232	PTHR10353	KOG0626	3.2.1.21		GO:0005975,GO:0004553	AT5G54570.1	BGLU41	beta glucosidase 41
15418862	408051	408051	408051									
15418874	408058	408058	408058							AT5G17460.2		
15418896	408062	408062	408062									
15418924	408072	408072	408072		PTHR31312,PTHR31312:SF1					AT4G18020.1	APRR2,PRR2	CheY-like two-component responsive regulator family protein
15418937	408078	408078	408078							AT4G02750.1		Tetratricopeptide repeat (TPR)-like superfamily protein
15418939	408079	408079	408079									
15418953	408080	408080	408080									
15418954	408081	408081	408081	PF00762	PTHR11108,PTHR11108:SF5		4.99.1.1		GO:0006783,GO:0004325	AT2G30390.2	ATFC-II,FC-II,FC2	ferrochelatase 2
15419479	408106	408106	408106	PF02536	PTHR13068	KOG1267			GO:0006355,GO:0005739,GO:0003690	AT1G79220.1		Mitochondrial transcription termination factor family protein
15419484	408109	408109	408109	PF00027	PTHR11635		2.7.11.12					
15419499	408113	408113	408113	PF00657	PTHR22835				GO:0016788	AT1G53920.1	GLIP5	GDSL-motif lipase 5
15419500	408114	408114	408114	PF01841	PTHR12143		3.5.1.52	K01456		AT5G49570.1	AtPNG1,PNG1	peptide-N-glycanase 1
15419502	408115	408115	408115	PF00657	PTHR22835				GO:0016788	AT1G53920.1	GLIP5	GDSL-motif lipase 5
15419525	408124	408124	408124		PTHR24015,PTHR24015:SF398					AT1G16480.1		Tetratricopeptide repeat (TPR)-like superfamily protein
15419530	408128	408128	408128	PF02458	PTHR31642		2.3.1.133		GO:0016747	AT5G41040.1		HXXXD-type acyl-transferase family protein
15419563	408136	408136	408136									
15419636	408164	408164	408164									
15419639	408165	408165	408165									
15419658	408170	408170	408170									
15419713	408190	408190	408190									
15420245	408201	408201	408201	PF03953,PF00091	PTHR11588,PTHR11588:SF72		2.4.2.1	K07375	GO:0003924,GO:0007017,GO:0005874	AT5G23860.2	TUB8	tubulin beta 8
15420261	408209	408209	408209									
15420277	408211	408211	408211				2.7.11.1					
15420283	408219	408219	408219	PF00083	PTHR23504,PTHR23504:SF29	KOG2615			GO:0055085,GO:0022857,GO:0016021	AT3G43790.1	ZIFL2	zinc induced facilitator-like 2
15420301	408223	408223	408223	PF08123	PTHR21451,PTHR21451:SF4				GO:0018024,GO:0051726,GO:0034729,GO:0031151			
15420305	408224	408224	408224									
15420307	408225	408225	408225									
15420309	408226	408226	408226									
15420325	408231	408231	408231	PF00155	PTHR11751,PTHR11751:SF424		2.6.1.9	K00817	GO:0030170,GO:0009058	AT5G10330.1	ATHPA1,EMB2196,HISN6A,HPA1	histidinol phosphate aminotransferase 1
15420326	408232	408232	408232									
15420400	408263	408263	408263	PF07969,PF13621	PTHR12461,PTHR12461:SF16					AT5G19840.1		2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
15420403	408264	408264	408264	PF00069	PTHR24345		2.7.11.1		GO:0006468,GO:0005524,GO:0004672	AT2G45490.1	AtAUR3,AUR3	ataurora3
15420459	408281	408281	408281									
15420488	408292	408292	408292									
15420491	408298	408298	408298	PF14825	PTHR28617,PTHR28617:SF1							
15420969	408304	408304	408304							AT3G19870.1		
15421025	408336	408336	408336							AT3G28030.1	UVH3,UVR1	5\'-3\' exonuclease family protein
15421027	408337	408337	408337	PF01963	PTHR21530,PTHR21530:SF1					AT5G52030.2		TraB family protein
15421029	408339	408339	408339									
15421047	408348	408348	408348									
15421049	408349	408349	408349									
15421061	408350	408350	408350									
15421104	408377	408377	408377	PF00067	PTHR24298		1.14.13.21		GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT4G37340.1	CYP81D3	cytochrome P450, family 81, subfamily D, polypeptide 3
15421128	408385	408385	408385									
15421147	408398	408398	408398	PF02401	PTHR31619,PTHR31619:SF2		1.17.1.2	K03527	GO:0051745,GO:0050992,GO:0046872,GO:0019288	AT4G34350.1	CLB6,HDR,ISPH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
15421682	408407	408407	408407									
15421727	408420	408420	408420	PF03874	PTHR15561,PTHR15561:SF0	KOG4168			GO:0006351,GO:0003899	AT5G62950.2		RNA polymerase II, Rpb4, core protein
15421752	408432	408432	408432									
15421762	408439	408439	408439									
15421785	408446	408446	408446									
15421787	408447	408447	408447									
15421807	408458	408458	408458	PF14226	PTHR10209		4.2.1.78			AT2G38240.1		2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
15421827	408465	408465	408465									
15421850	408475	408475	408475	PF01636								
15421853	408476	408476	408476									
15421858	408479	408479	408479									
15421888	408487	408487	408487									
15421904	408493	408493	408493		PTHR10612		2.7.11.1					
15421908	408498	408498	408498		PTHR10758,PTHR10758:SF3			K03033		AT1G20200.1	EMB2719,HAP15	PAM domain (PCI/PINT associated module) protein
15421909	408499	408499	408499									
15422475	408500	408500	408500		PTHR23168,PTHR23168:SF0				GO:0007094	AT5G49880.1		mitotic checkpoint family protein
15422476	408501	408501	408501									
15422477	408503	408503	408503									
15422480	408505	408505	408505	PF02875,PF08245,PF01225	PTHR23135,PTHR23135:SF5		6.3.2.8		GO:0016874,GO:0009058,GO:0005524			
15422506	408511	408511	408511									
15422515	408517	408517	408517	PF13516	PTHR24006					AT5G27920.1		F-box family protein
15422548	408523	408523	408523									
15422604	408546	408546	408546		PTHR24223,PTHR24223:SF245		3.6.3.44			AT3G13080.1	ATMRP3,MRP3	multidrug resistance-associated protein 3
15423274	408623	408623	408623									
15423280	408627	408627	408627	PF02042	PTHR10270					AT5G66990.1		RWP-RK domain-containing protein
15423281	408628	408628	408628									
15423293	408631	408631	408631	PF00782	PTHR10159,PTHR10159:SF293		3.1.3.16,3.1.3.48	K14819	GO:0008138,GO:0006470	AT3G06110.3	ATMKP2,DSPTP1B,MKP2	MAPK phosphatase 2
15423295	408632	408632	408632									
15423301	408645	408645	408645	PF03372	PTHR11200		3.1.3.56	K01106		AT1G47510.1	5PTASE11,AT5PTASE11	inositol polyphosphate 5-phosphatase 11
15423302	408647	408647	408647									
15423303	408648	408648	408648	PF00067	PTHR24282		1.14.13.173		GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT2G46960.1	CYP709B1	cytochrome P450, family 709, subfamily B, polypeptide 1
15423304	408649	408649	408649									
15423316	408650	408650	408650									
15423317	408652	408652	408652									
15423318	408653	408653	408653	PF00400	PTHR19923,PTHR19923:SF0	KOG0285		K12862	GO:0005515	AT4G15900.1	PRL1	pleiotropic regulatory locus 1
15423319	408654	408654	408654	PF00657	PTHR22835		3.1.1.3		GO:0016788	AT5G08460.1		GDSL-like Lipase/Acylhydrolase superfamily protein
15423320	408655	408655	408655									
15423338	408661	408661	408661									
15423339	408662	408662	408662	PF00646	PTHR32133				GO:0005515			
15423340	408663	408663	408663	PF13837								
15423341	408664	408664	408664	PF00642,PF00564,PF13086,PF13087	PTHR10887,PTHR10887:SF341				GO:0046872,GO:0005515	AT5G47010.1	ATUPF1,LBA1,UPF1	RNA helicase, putative
15423343	408665	408665	408665									
15423346	408669	408669	408669									
15423368	408671	408671	408671									
15423369	408674	408674	408674	PF14541	PTHR13683	KOG1339	3.4.23.12		GO:0006508,GO:0004190	AT5G19100.1		Eukaryotic aspartyl protease family protein
15423370	408675	408675	408675									
15423373	408677	408677	408677									
15423375	408679	408679	408679									
15423397	408686	408686	408686									
15423404	408689	408689	408689									
15423418	408692	408692	408692	PF00249	PTHR12802					AT3G09600.2		Homeodomain-like superfamily protein
15423419	408695	408695	408695									
15423424	408699	408699	408699									
15401714	408700	408700	408700	PF12231	PTHR22928			K11138				
15401715	408701	408701	408701									
15401718	408702	408702	408702									
15401719	408703	408703	408703		PTHR10366,PTHR10366:SF348					AT1G08200.1	AXS2	UDP-D-apiose/UDP-D-xylose synthase 2
15401720	408704	408704	408704									
15401723	408705	408705	408705	PF00805	PTHR14136,PTHR14136:SF15					AT1G12250.1		Pentapeptide repeat-containing protein
15401747	408714	408714	408714									
15401748	408715	408715	408715	PF02068					GO:0008270	AT2G42000.2		Plant EC metallothionein-like protein, family 15
15401754	408718	408718	408718									
15401787	408722	408722	408722	PF13589,PF01119,PF16413	PTHR10073,PTHR10073:SF40			K08734	GO:0030983,GO:0006298,GO:0005524	AT4G09140.1	ATMLH1,MLH1	MUTL-homologue 1
15401790	408724	408724	408724									
15401794	408728	408728	408728									
15401796	408729	408729	408729		PTHR11879,PTHR11879:SF16		2.6.1.1	K14454	GO:0008483,GO:0006520	AT1G62800.2	ASP4	aspartate aminotransferase 4
15401818	408730	408730	408730									
15401825	408737	408737	408737									
15401845	408741	408741	408741							AT4G00120.1	EDA33,GT140,IND,IND1	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
15401848	408746	408746	408746							AT1G08600.2	ATRX,CHR20	P-loop containing nucleoside triphosphate hydrolases superfamily protein
15401875	408754	408754	408754	PF13307,PF06733	PTHR11472,PTHR11472:SF6		3.6.4.13,3.6.4.12	K15362	GO:0016818,GO:0008026,GO:0006139,GO:0005524,GO:0003676,GO:0004003,GO:0003677	AT1G20720.1		RAD3-like DNA-binding helicase protein
15401877	408755	408755	408755	PF00005,PF00664	PTHR24221,PTHR24221:SF197		3.6.3.44	K05658	GO:0016887,GO:0005524,GO:0055085,GO:0042626,GO:0016021,GO:0006810	AT3G28390.1	PGP18	P-glycoprotein 18
15401897	408760	408760	408760	PF13917	PTHR13491					AT5G49400.1		zinc knuckle (CCHC-type) family protein
15401899	408762	408762	408762	PF00173	PTHR21281	KOG0537				AT2G32720.1	ATCB5-B,B5 #4,CB5-B	cytochrome B5 isoform B
15401902	408766	408766	408766							AT3G27610.2		Nucleotidylyl transferase superfamily protein
15401924	408773	408773	408773									
15401927	408776	408776	408776	PF08240,PF00107	PTHR11695,PTHR11695:SF5	KOG0025	1.3.1.38		GO:0055114,GO:0016491,GO:0008270	AT3G45770.1		Polyketide synthase, enoylreductase family protein
15401930	408778	408778	408778									
15401950	408785	408785	408785	PF01430	PTHR30111,PTHR30111:SF1			K04083	GO:0051082,GO:0006457,GO:0005737			
15402467	408806	408806	408806									
15402489	408812	408812	408812									
15402490	408814	408814	408814	PF11265	PTHR12433					AT1G25540.1	PFT1	phytochrome and flowering time regulatory protein (PFT1)
15402529	408831	408831	408831	PF02298	PTHR33021				GO:0009055	AT1G08500.1	AtENODL18,ENODL18	early nodulin-like protein 18
15402552	408845	408845	408845									
15402553	408848	408848	408848									
15402589	408862	408862	408862	PF03652	PTHR33317,PTHR33317:SF2			K07447	GO:0006310	AT1G12244.1		Polynucleotidyl transferase, ribonuclease H-like superfamily protein
15402591	408868	408868	408868									
15402612	408874	408874	408874									
15402639	408886	408886	408886									
15403229	408914	408914	408914		PTHR21213	KOG4118						
15403263	408928	408928	408928									
15403307	408940	408940	408940	PF00067	PTHR24282	KOG0157		K15639	GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT2G26710.1	BAS1,CYP72B1,CYP734A1	Cytochrome P450 superfamily protein
15403310	408947	408947	408947									
15403327	408953	408953	408953	PF00154,PF14520	PTHR22942,PTHR22942:SF39			K04482	GO:0009432,GO:0006281,GO:0005524,GO:0003697	AT5G20850.1	ATRAD51,RAD51	RAS associated with diabetes protein 51
15403330	408959	408959	408959									
15403368	408973	408973	408973									
15403370	408975	408975	408975									
